0,1,2,3,4,5,6,7,8,9,10
coffee,other vegetables,,,,,,,,,
frankfurter,sausage,,,,,,,,,
salty snack,rolls/buns,butter,tropical fruit,pastry,root vegetables,fruit/vegetable juice,semi-finished bread,,,
waffles,whole milk,meat spreads,,,,,,,,
shopping bags,dessert,processed cheese,,,,,,,,
other vegetables,sugar,,,,,,,,,
soda,photo/film,,,,,,,,,
tropical fruit,UHT-milk,butter milk,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
specialty bar,sliced cheese,,,,,,,,,
turkey,chocolate,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
whipped/sour cream,root vegetables,baking powder,,,,,,,,
yogurt,pip fruit,,,,,,,,,
pastry,bottled beer,,,,,,,,,
root vegetables,pickled vegetables,,,,,,,,,
soda,grapes,,,,,,,,,
tropical fruit,dessert,,,,,,,,,
organic sausage,UHT-milk,,,,,,,,,
beef,citrus fruit,tropical fruit,coffee,fruit/vegetable juice,specialty chocolate,,,,,
other vegetables,brown bread,hard cheese,salty snack,,,,,,,
pork,yogurt,,,,,,,,,
soda,cream cheese ,,,,,,,,,
cream cheese ,misc. beverages,,,,,,,,,
chicken,mayonnaise,soda,sparkling wine,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
soda,cat food,,,,,,,,,
soda,root vegetables,whole milk,pastry,,,,,,,
whole milk,dishes,,,,,,,,,
whole milk,rolls/buns,cling film/bags,,,,,,,,
yogurt,zwieback,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
coffee,rolls/buns,soda,,,,,,,,
whole milk,candy,,,,,,,,,
rolls/buns,processed cheese,,,,,,,,,
soda,bottled water,,,,,,,,,
dishes,shopping bags,,,,,,,,,
beef,candy,,,,,,,,,
dish cleaner,ice cream,jam,newspapers,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
citrus fruit,curd,,,,,,,,,
soft cheese,specialty cheese,,,,,,,,,
pork,butter milk,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
bottled water,brown bread,,,,,,,,,
other vegetables,citrus fruit,pork,shopping bags,,,,,,,
beef,condensed milk,specialty chocolate,,,,,,,,
butter milk,meat,curd,soda,long life bakery product,,,,,,
sausage,rolls/buns,pot plants,snack products,,,,,,,
whole milk,margarine,,,,,,,,,
bottled water,potato products,bottled water,,,,,,,,
root vegetables,frozen vegetables,bottled water,cat food,,,,,,,
whole milk,waffles,,,,,,,,,
coffee,detergent,rolls/buns,pasta,,,,,,,
dessert,pork,,,,,,,,,
tropical fruit,berries,other vegetables,yogurt,kitchen towels,napkins,,,,,
tidbits,berries,,,,,,,,,
yogurt,yogurt,,,,,,,,,
rolls/buns,baking powder,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
whole milk,pip fruit,whipped/sour cream,,,,,,,,
chocolate,dessert,,,,,,,,,
liver loaf,pip fruit,,,,,,,,,
turkey,whole milk,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
whole milk,soft cheese,frozen vegetables,,,,,,,,
chicken,butter,,,,,,,,,
whole milk,butter,,,,,,,,,
seasonal products,herbs,spread cheese,pickled vegetables,,,,,,,
whole milk,coffee,soft cheese,,,,,,,,
pastry,brown bread,whisky,,,,,,,,
beef,tropical fruit,,,,,,,,,
salty snack,yogurt,,,,,,,,,
soda,frozen dessert,,,,,,,,,
pip fruit,soda,domestic eggs,,,,,,,,
frankfurter,soda,,,,,,,,,
whole milk,cat food,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
pastry,meat spreads,,,,,,,,,
candy,chewing gum,,,,,,,,,
yogurt,waffles,,,,,,,,,
other vegetables,root vegetables,pastry,margarine,,,,,,,
pip fruit,other vegetables,whole milk,whipped/sour cream,,,,,,,
other vegetables,tropical fruit,seasonal products,butter,shopping bags,,,,,,
margarine,rolls/buns,,,,,,,,,
sausage,citrus fruit,whole milk,butter milk,salty snack,dessert,specialty chocolate,,,,
tropical fruit,onions,whipped/sour cream,,,,,,,,
root vegetables,turkey,bottled water,,,,,,,,
other vegetables,candy,,,,,,,,,
other vegetables,pickled vegetables,hard cheese,,,,,,,,
dishes,other vegetables,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
bottled beer,dessert,cling film/bags,,,,,,,,
specialty chocolate,frozen vegetables,,,,,,,,,
finished products,other vegetables,misc. beverages,coffee,rolls/buns,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
grapes,butter,,,,,,,,,
newspapers,detergent,,,,,,,,,
beef,mayonnaise,,,,,,,,,
canned beer,yogurt,rolls/buns,whole milk,,,,,,,
sausage,other vegetables,,,,,,,,,
coffee,soda,,,,,,,,,
butter milk,brown bread,,,,,,,,,
bottled beer,soda,newspapers,,,,,,,,
organic sausage,grapes,pastry,,,,,,,,
fruit/vegetable juice,bottled beer,,,,,,,,,
bottled water,newspapers,,,,,,,,,
sausage,hair spray,canned beer,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
other vegetables,napkins,,,,,,,,,
chicken,other vegetables,,,,,,,,,
curd,dessert,,,,,,,,,
bottled water,napkins,,,,,,,,,
sausage,waffles,,,,,,,,,
citrus fruit,soda,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
white bread,yogurt,,,,,,,,,
tropical fruit,pip fruit,rolls/buns,,,,,,,,
pork,whole milk,waffles,whole milk,sugar,,,,,,
margarine,cat food,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
cream cheese ,cream cheese ,,,,,,,,,
soda,brown bread,rolls/buns,sliced cheese,,,,,,,
frankfurter,cat food,,,,,,,,,
dishes,chewing gum,,,,,,,,,
whole milk,soda,,,,,,,,,
tropical fruit,berries,,,,,,,,,
canned beer,yogurt,,,,,,,,,
meat,whole milk,,,,,,,,,
frankfurter,shopping bags,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
frankfurter,fruit/vegetable juice,baking powder,,,,,,,,
hamburger meat,soft cheese,pickled vegetables,,,,,,,,
processed cheese,hamburger meat,whole milk,,,,,,,,
pastry,red/blush wine,,,,,,,,,
dishes,sweet spreads,,,,,,,,,
pork,yogurt,soda,,,,,,,,
butter,long life bakery product,pickled vegetables,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
sliced cheese,shopping bags,,,,,,,,,
soda,frozen meals,soft cheese,curd,,,,,,,
Instant food products,soda,,,,,,,,,
liquor (appetizer),yogurt,specialty chocolate,rolls/buns,,,,,,,
grapes,whole milk,,,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
frankfurter,soda,other vegetables,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
tropical fruit,UHT-milk,whole milk,,,,,,,,
ham,waffles,processed cheese,hygiene articles,,,,,,,
whole milk,whole milk,bottled water,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
chicken,domestic eggs,,,,,,,,,
beef,rolls/buns,,,,,,,,,
fruit/vegetable juice,fruit/vegetable juice,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
packaged fruit/vegetables,bottled beer,,,,,,,,,
margarine,whipped/sour cream,,,,,,,,,
rolls/buns,whole milk,soda,,,,,,,,
packaged fruit/vegetables,shopping bags,butter milk,,,,,,,,
beverages,butter milk,,,,,,,,,
pip fruit,pickled vegetables,,,,,,,,,
beef,butter milk,yogurt,soda,,,,,,,
long life bakery product,fruit/vegetable juice,,,,,,,,,
whole milk,curd,rolls/buns,rolls/buns,,,,,,,
soda,coffee,cling film/bags,,,,,,,,
grapes,ketchup,,,,,,,,,
pip fruit,waffles,,,,,,,,,
soda,soda,pip fruit,popcorn,soda,pasta,whole milk,dental care,,,
frankfurter,shopping bags,frozen vegetables,,,,,,,,
frozen potato products,salt,coffee,,,,,,,,
pork,newspapers,,,,,,,,,
bottled beer,rolls/buns,,,,,,,,,
beef,soda,,,,,,,,,
root vegetables,waffles,,,,,,,,,
white bread,cream cheese ,,,,,,,,,
citrus fruit,other vegetables,pip fruit,pork,soda,yogurt,herbs,red/blush wine,,,
whole milk,cream cheese ,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
specialty bar,candy,margarine,,,,,,,,
misc. beverages,salt,candy,,,,,,,,
beverages,liquor,shopping bags,,,,,,,,
pastry,other vegetables,,,,,,,,,
pastry,canned beer,,,,,,,,,
whole milk,butter,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
misc. beverages,dishes,,,,,,,,,
seasonal products,other vegetables,bottled water,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
yogurt,canned beer,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
fruit/vegetable juice,pastry,,,,,,,,,
whole milk,chocolate,roll products ,,,,,,,,
whole milk,other vegetables,,,,,,,,,
curd,margarine,,,,,,,,,
ice cream,salty snack,,,,,,,,,
UHT-milk,domestic eggs,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
root vegetables,bottled water,,,,,,,,,
pet care,bottled water,soda,,,,,,,,
UHT-milk,cream cheese ,cream cheese ,waffles,,,,,,,
citrus fruit,pork,canned fish,oil,,,,,,,
sausage,domestic eggs,,,,,,,,,
pork,soda,,,,,,,,,
white bread,bottled water,ready soups,curd,,,,,,,
whole milk,root vegetables,,,,,,,,,
pork,sausage,frankfurter,other vegetables,pork,curd,flower soil/fertilizer,curd,margarine,,
sausage,other vegetables,,,,,,,,,
cream cheese ,yogurt,,,,,,,,,
meat,butter,frozen dessert,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
citrus fruit,soda,,,,,,,,,
dessert,domestic eggs,candles,whole milk,,,,,,,
canned beer,semi-finished bread,,,,,,,,,
packaged fruit/vegetables,root vegetables,sliced cheese,pip fruit,,,,,,,
syrup,waffles,,,,,,,,,
root vegetables,butter milk,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
yogurt,pastry,,,,,,,,,
sausage,cake bar,,,,,,,,,
whole milk,whole milk,,,,,,,,,
whole milk,newspapers,,,,,,,,,
other vegetables,specialty chocolate,,,,,,,,,
root vegetables,frozen dessert,oil,,,,,,,,
whole milk,pork,other vegetables,domestic eggs,,,,,,,
pork,pet care,margarine,,,,,,,,
frozen meals,pip fruit,dish cleaner,processed cheese,,,,,,,
frankfurter,coffee,,,,,,,,,
coffee,UHT-milk,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
cream cheese ,beverages,,,,,,,,,
pastry,margarine,,,,,,,,,
chewing gum,sugar,,,,,,,,,
photo/film,bottled water,,,,,,,,,
citrus fruit,cat food,,,,,,,,,
onions,newspapers,newspapers,,,,,,,,
pasta,hamburger meat,frozen meals,domestic eggs,,,,,,,
liquor (appetizer),tropical fruit,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
other vegetables,margarine,brown bread,,,,,,,,
whole milk,chocolate,,,,,,,,,
packaged fruit/vegetables,tea,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
ham,tropical fruit,bottled beer,,,,,,,,
coffee,rolls/buns,,,,,,,,,
dessert,cake bar,,,,,,,,,
brown bread,whole milk,canned fish,brown bread,,,,,,,
butter,condensed milk,,,,,,,,,
pip fruit,canned vegetables,cling film/bags,,,,,,,,
butter milk,whole milk,,,,,,,,,
citrus fruit,hamburger meat,photo/film,,,,,,,,
whole milk,whole milk,,,,,,,,,
whole milk,pastry,seasonal products,berries,long life bakery product,yogurt,coffee,,,,
whipped/sour cream,other vegetables,shopping bags,,,,,,,,
onions,frankfurter,cream cheese ,oil,,,,,,,
shopping bags,shopping bags,,,,,,,,,
beverages,whole milk,,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
brown bread,rolls/buns,sliced cheese,,,,,,,,
soda,curd,flower (seeds),,,,,,,,
root vegetables,dish cleaner,,,,,,,,,
pastry,soda,,,,,,,,,
tropical fruit,grapes,,,,,,,,,
tropical fruit,bottled water,,,,,,,,,
sausage,pip fruit,,,,,,,,,
citrus fruit,brown bread,candy,domestic eggs,,,,,,,
ice cream,chocolate,seasonal products,,,,,,,,
pork,dessert,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
bottled water,yogurt,,,,,,,,,
canned beer,meat,,,,,,,,,
whole milk,coffee,,,,,,,,,
cream cheese ,whole milk,candy,,,,,,,,
beef,pastry,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
newspapers,whipped/sour cream,bottled water,curd cheese,,,,,,,
ice cream,whole milk,,,,,,,,,
pot plants,soda,,,,,,,,,
shopping bags,misc. beverages,,,,,,,,,
whole milk,hamburger meat,newspapers,,,,,,,,
sausage,other vegetables,,,,,,,,,
hygiene articles,white bread,,,,,,,,,
UHT-milk,other vegetables,dishes,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
bottled water,sliced cheese,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
sausage,domestic eggs,,,,,,,,,
margarine,other vegetables,,,,,,,,,
whole milk,yogurt,,,,,,,,,
chocolate,coffee,,,,,,,,,
pork,specialty chocolate,,,,,,,,,
citrus fruit,coffee,,,,,,,,,
sausage,bottled beer,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
frankfurter,bottled beer,other vegetables,bottled beer,,,,,,,
citrus fruit,pastry,,,,,,,,,
hard cheese,oil,,,,,,,,,
chicken,roll products ,,,,,,,,,
chewing gum,ice cream,,,,,,,,,
soft cheese,pip fruit,,,,,,,,,
other vegetables,roll products ,,,,,,,,,
hamburger meat,dessert,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
specialty chocolate,yogurt,rolls/buns,misc. beverages,,,,,,,
yogurt,shopping bags,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
brown bread,coffee,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
whole milk,sauces,,,,,,,,,
UHT-milk,tropical fruit,,,,,,,,,
soda,shopping bags,cream cheese ,,,,,,,,
sausage,dog food,,,,,,,,,
other vegetables,soda,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
beef,whole milk,,,,,,,,,
frozen vegetables,coffee,,,,,,,,,
whole milk,sliced cheese,,,,,,,,,
whipped/sour cream,baking powder,cat food,,,,,,,,
beef,other vegetables,,,,,,,,,
soda,root vegetables,,,,,,,,,
coffee,rolls/buns,other vegetables,,,,,,,,
sausage,margarine,,,,,,,,,
pip fruit,bottled beer,,,,,,,,,
whole milk,canned beer,,,,,,,,,
whole milk,shopping bags,newspapers,,,,,,,,
brandy,specialty bar,chocolate,,,,,,,,
rolls/buns,frozen meals,,,,,,,,,
whole milk,soda,,,,,,,,,
soda,pastry,frozen vegetables,UHT-milk,,,,,,,
yogurt,chocolate,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
pastry,soda,,,,,,,,,
frozen meals,yogurt,rolls/buns,,,,,,,,
pork,oil,,,,,,,,,
ice cream,pip fruit,root vegetables,rolls/buns,long life bakery product,,,,,,
finished products,rolls/buns,oil,frozen vegetables,,,,,,,
other vegetables,whole milk,,,,,,,,,
salty snack,citrus fruit,yogurt,berries,,,,,,,
tropical fruit,white wine,bottled beer,,,,,,,,
meat,rum,,,,,,,,,
chicken,whole milk,rolls/buns,,,,,,,,
turkey,fruit/vegetable juice,domestic eggs,,,,,,,,
soda,soups,,,,,,,,,
finished products,liquor,,,,,,,,,
whole milk,newspapers,,,,,,,,,
other vegetables,chicken,onions,rolls/buns,spices,other vegetables,,,,,
other vegetables,shopping bags,,,,,,,,,
sausage,other vegetables,chicken,waffles,root vegetables,bottled beer,butter,whipped/sour cream,,,
grapes,frozen meals,flower (seeds),,,,,,,,
whole milk,frozen dessert,,,,,,,,,
candy,canned fish,,,,,,,,,
frankfurter,beverages,beef,whole milk,other vegetables,rolls/buns,softener,vinegar,white bread,,
other vegetables,specialty chocolate,,,,,,,,,
butter milk,sliced cheese,rolls/buns,,,,,,,,
chicken,butter,,,,,,,,,
chicken,domestic eggs,,,,,,,,,
beef,semi-finished bread,,,,,,,,,
bottled water,waffles,white bread,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
pastry,newspapers,,,,,,,,,
specialty bar,other vegetables,,,,,,,,,
sausage,beef,,,,,,,,,
whole milk,candles,yogurt,,,,,,,,
meat,rolls/buns,,,,,,,,,
bottled water,herbs,,,,,,,,,
berries,hard cheese,dishes,,,,,,,,
soda,pork,bottled water,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
sausage,house keeping products,,,,,,,,,
grapes,butter,newspapers,pip fruit,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
whole milk,flour,,,,,,,,,
shopping bags,whole milk,whole milk,whole milk,detergent,flour,,,,,
citrus fruit,cleaner,,,,,,,,,
oil,soda,sliced cheese,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
bottled water,beverages,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
bottled beer,rolls/buns,,,,,,,,,
other vegetables,onions,shopping bags,,,,,,,,
domestic eggs,hard cheese,,,,,,,,,
roll products ,soda,,,,,,,,,
UHT-milk,skin care,,,,,,,,,
beef,chocolate,,,,,,,,,
rolls/buns,prosecco,,,,,,,,,
other vegetables,soda,,,,,,,,,
domestic eggs,soda,,,,,,,,,
frankfurter,curd,,,,,,,,,
condensed milk,curd,,,,,,,,,
sausage,sausage,domestic eggs,dish cleaner,rolls/buns,other vegetables,soda,,,,
whole milk,shopping bags,,,,,,,,,
waffles,fruit/vegetable juice,,,,,,,,,
whole milk,whole milk,whole milk,yogurt,root vegetables,white bread,shopping bags,other vegetables,,,
napkins,brown bread,,,,,,,,,
bottled beer,soda,candy,,,,,,,,
whole milk,sausage,yogurt,whole milk,butter,,,,,,
pet care,snack products,,,,,,,,,
rolls/buns,grapes,shopping bags,,,,,,,,
yogurt,napkins,rolls/buns,liquor (appetizer),,,,,,,
Instant food products,specialty chocolate,,,,,,,,,
sausage,red/blush wine,,,,,,,,,
mustard,domestic eggs,,,,,,,,,
other vegetables,meat spreads,,,,,,,,,
other vegetables,white bread,,,,,,,,,
whipped/sour cream,shopping bags,,,,,,,,,
canned beer,cream cheese ,,,,,,,,,
root vegetables,dessert,whisky,,,,,,,,
hamburger meat,tidbits,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
newspapers,yogurt,semi-finished bread,,,,,,,,
semi-finished bread,salty snack,waffles,frozen dessert,,,,,,,
white bread,hygiene articles,,,,,,,,,
canned beer,yogurt,,,,,,,,,
sausage,flour,,,,,,,,,
pork,other vegetables,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
frankfurter,whipped/sour cream,cat food,,,,,,,,
yogurt,domestic eggs,pasta,,,,,,,,
bottled beer,curd,,,,,,,,,
liquor,margarine,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
root vegetables,oil,soda,,,,,,,,
yogurt,chicken,bottled water,whole milk,flour,detergent,,,,,
specialty chocolate,soft cheese,,,,,,,,,
pastry,fruit/vegetable juice,,,,,,,,,
frankfurter,chicken,meat,bottled beer,other vegetables,pastry,misc. beverages,root vegetables,salt,,
sausage,rolls/buns,,,,,,,,,
citrus fruit,yogurt,specialty bar,chocolate,,,,,,,
soda,bottled water,house keeping products,,,,,,,,
waffles,yogurt,,,,,,,,,
tropical fruit,frozen meals,yogurt,other vegetables,,,,,,,
root vegetables,flour,female sanitary products,packaged fruit/vegetables,brown bread,rolls/buns,rolls/buns,sauces,,,
tropical fruit,turkey,salty snack,,,,,,,,
sausage,whole milk,,,,,,,,,
other vegetables,frozen meals,rolls/buns,canned beer,white bread,,,,,,
salt,domestic eggs,,,,,,,,,
sausage,whole milk,,,,,,,,,
other vegetables,curd,,,,,,,,,
chicken,beef,,,,,,,,,
frozen vegetables,red/blush wine,,,,,,,,,
pork,whole milk,,,,,,,,,
whole milk,dishes,,,,,,,,,
curd,yogurt,,,,,,,,,
condensed milk,shopping bags,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
liquor,sugar,,,,,,,,,
curd cheese,canned beer,,,,,,,,,
whole milk,rolls/buns,hygiene articles,,,,,,,,
whole milk,sausage,pet care,yogurt,,,,,,,
beef,chocolate marshmallow,margarine,,,,,,,,
chocolate,long life bakery product,,,,,,,,,
dishes,whole milk,oil,onions,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
meat,whole milk,,,,,,,,,
citrus fruit,long life bakery product,,,,,,,,,
yogurt,cookware,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
soda,soda,,,,,,,,,
processed cheese,whole milk,soda,domestic eggs,,,,,,,
frankfurter,citrus fruit,whole milk,,,,,,,,
citrus fruit,frozen meals,coffee,seasonal products,yogurt,soups,,,,,
domestic eggs,other vegetables,,,,,,,,,
finished products,whipped/sour cream,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
frankfurter,Instant food products,,,,,,,,,
canned beer,whole milk,other vegetables,,,,,,,,
pork,rolls/buns,,,,,,,,,
pet care,pastry,,,,,,,,,
whole milk,pot plants,,,,,,,,,
beef,chewing gum,,,,,,,,,
bottled beer,sugar,popcorn,,,,,,,,
hamburger meat,candy,napkins,,,,,,,,
chewing gum,whole milk,white bread,whole milk,dishes,,,,,,
other vegetables,bottled beer,,,,,,,,,
other vegetables,sweet spreads,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
rolls/buns,sauces,,,,,,,,,
meat,nuts/prunes,,,,,,,,,
ice cream,yogurt,,,,,,,,,
curd,long life bakery product,,,,,,,,,
tropical fruit,candy,,,,,,,,,
syrup,whole milk,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
onions,curd,,,,,,,,,
beef,misc. beverages,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
margarine,soda,UHT-milk,,,,,,,,
sausage,tropical fruit,,,,,,,,,
turkey,photo/film,mayonnaise,,,,,,,,
ice cream,bottled water,,,,,,,,,
beef,butter,brown bread,,,,,,,,
specialty bar,soda,,,,,,,,,
bottled water,tidbits,,,,,,,,,
whole milk,napkins,,,,,,,,,
berries,long life bakery product,,,,,,,,,
ham,brown bread,butter,bottled water,,,,,,,
frankfurter,yogurt,,,,,,,,,
chicken,misc. beverages,,,,,,,,,
beverages,coffee,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
root vegetables,soda,,,,,,,,,
tropical fruit,white wine,,,,,,,,,
root vegetables,frozen fruits,waffles,,,,,,,,
yogurt,citrus fruit,ice cream,soups,,,,,,,
whole milk,tropical fruit,,,,,,,,,
artif. sweetener,sugar,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
yogurt,coffee,,,,,,,,,
bottled beer,ice cream,salty snack,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
other vegetables,citrus fruit,rolls/buns,,,,,,,,
pork,sugar,,,,,,,,,
candy,domestic eggs,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
canned fish,shopping bags,,,,,,,,,
